Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price Rs.,Negotiable
Toyota,Roomy,GT Custom,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,300,000",No
Toyota,Raize,Z Grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",5 km,"Rs 12,300,000",No
Toyota,Axio,Axio Wxb,2019,Automatic,Petrol,Saloon,"1,500 cc","147,000 km","Rs 12,300,000",Yes
Toyota,Taisor,V Grade Full Spec,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,300,000",No
Mitsubishi,Xpander,1.5L 7 Seater Luxury,2018,Automatic,Petrol,MPV,"1,500 cc","81,000 km","Rs 12,350,000",Yes
Toyota,Taisor,V Highest grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,350,000",Yes
Toyota,Taisor,V Grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,350,000",Yes
Toyota,Taisor,Urban Cruiser,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,350,000",Yes
Toyota,Taisor,Urban Cruiser,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,350,000",Yes
Toyota,Aqua,G GARDE,2022,Automatic,Hybrid,Hatchback,"1,490 cc","23,000 km","Rs 12,350,000",Yes
Nissan,Qashqai,Tekna plus,2018,Automatic,Petrol,,"1,200 cc","110,000 km","Rs 12,375,000",Yes
Nissan,Qashqai,Tekna plus,2018,Automatic,Petrol,,"1,200 cc","110,000 km","Rs 12,375,000",Yes
Toyota,Raize,Z GRADE,2024,Automatic,Petrol,Hatchback,"1,000 cc","13,000 km","Rs 12,375,000",Yes
Toyota,Prius,Toyota,2016,Automatic,Hybrid,,"1,800 cc","183,600 km","Rs 12,375,000",Yes
Toyota,Raize,,2024,Automatic,Petrol,Hatchback,990 cc,"4,000 km","Rs 12,375,000",Yes
MG,ZS,MCE-ZS,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,385,000",No
MG,ZS,,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,385,000",No
MG,ZS,,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,385,000",No
Toyota,Raize,Z GRADE PETROL 1.0L,2024,Automatic,Petrol,Hatchback,"1,000 cc","5,000 km","Rs 12,390,000",No
Toyota,Taisor,V Grade,2025,Automatic,Petrol,,998 cc,0 km,"Rs 12,390,000",Yes
Daihatsu,Rocky,A202S PRE G -SDDD-A1,2025,Automatic,Hybrid,SUV / 4x4,"1,200 cc",0 km,"Rs 12,400,000",Yes
Honda,Fit Shuttle,GP7-Navi Premium,2016,Automatic,Hybrid,,"1,500 cc","85,000 km","Rs 12,400,000",Yes
Honda,Fit Shuttle,GP7-Navi Premium,2016,Automatic,Hybrid,,"1,500 cc","85,000 km","Rs 12,400,000",Yes
Kia,Other Model,Syros HTX+ (O),2025,Automatic,Petrol,,"1,000 cc",0 km,"Rs 12,400,000",No
Kia,Other Model,Syros HTX Plus,2025,Automatic,Petrol,,"1,000 cc",0 km,"Rs 12,400,000",No
Nissan,Qashqai,Tekna,2018,Automatic,Petrol,SUV / 4x4,"1,200 cc","60,000 km","Rs 12,400,000",Yes
Toyota,Raize,A202A - Z - CVVV-A1,2025,Automatic,Electric,SUV / 4x4,"1,200 cc",0 km,"Rs 12,400,000",Yes
Toyota,CHR,CHR NGX50 Black Top,2017,Automatic,Petrol,SUV / 4x4,"1,200 cc","98,000 km","Rs 12,400,000",Yes
Toyota,Raize,A201A - G - CVVV-A1,2024,Automatic,Petrol,SUV / 4x4,"1,200 cc","5,000 km","Rs 12,400,000",Yes
Toyota,Taisor,V 2025,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,400,000",Yes
Toyota,CHR,CHR NGX50 Black Top,2017,Automatic,Petrol,SUV / 4x4,"1,200 cc","58,000 km","Rs 12,400,000",Yes
Toyota,Premio,G Superior,2014,Automatic,Petrol,Saloon,"1,500 cc","150,000 km","Rs 12,400,000",Yes
Toyota,Raize,A202A - Z - CVVV-A1,2025,Automatic,Electric,SUV / 4x4,"1,200 cc",0 km,"Rs 12,400,000",Yes
Toyota,Raize,A201A – G - CVVV-A1,2024,Automatic,Petrol,SUV / 4x4,"1,200 cc","5,000 km","Rs 12,400,000",Yes
Toyota,Raize,A202A - Z - CVVV-A1,2024,Automatic,Electric,SUV / 4x4,"1,200 cc","15,000 km","Rs 12,400,000",Yes
Toyota,Raize,A202A - Z - CVVV-A1,2025,Automatic,Electric,SUV / 4x4,"1,200 cc",0 km,"Rs 12,400,000",Yes
Toyota,Raize,A202A - Z - CVVV-A1,2025,Automatic,Electric,SUV / 4x4,"1,200 cc",0 km,"Rs 12,400,000",Yes
Toyota,Raize,A202A - Z - CVVV-A1,2025,Automatic,Electric,SUV / 4x4,"1,200 cc",0 km,"Rs 12,400,000",Yes
Toyota,Raize,A202A - Z - CVVV-A1,2025,Automatic,Electric,SUV / 4x4,"1,200 cc",0 km,"Rs 12,400,000",Yes
Toyota,Raize,Z Grade Fully Loaded,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",10 km,"Rs 12,400,000",No
Suzuki,Swift,MZ,2024,Automatic,Hybrid,Hatchback,"1,200 cc","19,000 km","Rs 12,450,000",Yes
Suzuki,Swift,MZ Highest Spec,2024,Automatic,Hybrid,Hatchback,"1,200 cc","8,000 km","Rs 12,450,000",No
Toyota,Raize,Raize Z Grade 2025,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,450,000",Yes
Toyota,Allion,G Plus,2014,Automatic,Petrol,Saloon,"1,500 cc","127,800 km","Rs 12,450,000",Yes
Toyota,Taisor,Toyota,2024,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,450,000",Yes
Toyota,Raize,Z Hybrid Apple Car P,2023,Automatic,Petrol,SUV / 4x4,"1,200 cc","8,000 km","Rs 12,450,000",Yes
Toyota,Taisor,TAISOR,2024,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,450,000",Yes
Toyota,Raize,Z Grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,490,000",No
Toyota,Raize,Z Grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,490,000",No
Toyota,Raize,Z Grade Brand New,2025,Automatic,Petrol,Station wagon,"1,000 cc",0 km,"Rs 12,490,000",Yes
BMW,X1,,2011,Automatic,Diesel,Station wagon,"1,995 cc","89,000 km","Rs 12,500,000",No
BMW,X1,,2011,Automatic,Diesel,Station wagon,"1,995 cc","89,000 km","Rs 12,500,000",No
BMW,523i,(E60 Facelift),2007,Automatic,Petrol,Saloon,"2,500 cc","129,000 km","Rs 12,500,000",Yes
DFSK,Glory,,2021,Automatic,Petrol,SUV / 4x4,"1,500 cc","30,000 km","Rs 12,500,000",Yes
Honda,Civic,,2018,Tiptronic,Petrol,Hatchback,"1,000 cc","87,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,CRV,RM 1,2014,Automatic,Petrol,SUV / 4x4,"1,990 cc","110,000 km","Rs 12,500,000",Yes
Honda,CRV,RM2,2013,Automatic,Petrol,SUV / 4x4,"2,000 cc","86,000 km","Rs 12,500,000",Yes
Honda,Vezel,HYBRID X STYLE,2017,Automatic,Petrol,Hatchback,"1,500 cc","70,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS,2017,Automatic,Hybrid,SUV / 4x4,"1,500 cc","58,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,Vezel,RS Sensing 2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","60,000 km","Rs 12,500,000",Yes
Honda,CRV,,2013,Automatic,Petrol,,"1,990 cc","79,500 km","Rs 12,500,000",Yes
Honda,CRV,,2013,Automatic,Petrol,,"1,990 cc","79,500 km","Rs 12,500,000",Yes
Honda,Vezel,2017,2017,Automatic,Petrol,SUV / 4x4,"1,500 cc","95,000 km","Rs 12,500,000",No
Honda,Vezel,RS Sensing,2017,Automatic,Hybrid,SUV / 4x4,"1,500 cc","97,000 km","Rs 12,500,000",Yes
Kia,Other Model,SONET GTX Plus,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,500,000",No
Kia,Other Model,SONET GTX Plus,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,500,000",No
Kia,Other Model,Sonet GTX+,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,500,000",No
Mazda,Axela,,2015,Automatic,Hybrid,Coupé/Sports,"2,000 cc","189,000 km","Rs 12,500,000",No
Mitsubishi,Xpander,,2019,Automatic,Petrol,Station wagon,"1,500 cc","188,000 km","Rs 12,500,000",Yes
Mitsubishi,Xpander,,2019,Automatic,Petrol,MPV,"1,500 cc","174,000 km","Rs 12,500,000",Yes
Mitsubishi,Outlander,Mitsubishi,2014,Automatic,Hybrid,SUV / 4x4,"1,990 cc","135,000 km","Rs 12,500,000",No
Nissan,Almera,VL,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,500,000",Yes
Nissan,Almera,EL,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 12,500,000",Yes
Nissan,Note,e-Power,2024,Automatic,Hybrid,Hatchback,"1,200 cc",0 km,"Rs 12,500,000",Yes
Nissan,Note,e-Power,2024,Automatic,Hybrid,Hatchback,"1,200 cc",0 km,"Rs 12,500,000",Yes
Nissan,Note,X,2024,Automatic,Hybrid,Hatchback,"1,200 cc",0 km,"Rs 12,500,000",Yes
Peugeot,3008,Peugeot 3008 Active,2018,Automatic,Petrol,SUV / 4x4,"1,200 cc","75,000 km","Rs 12,500,000",Yes
Peugeot,2008,Small SUV,2018,Tiptronic,Petrol,Station wagon,"1,200 cc","108,000 km","Rs 12,500,000",Yes
Skoda,Karoq,,2018,Automatic,Petrol,,"1,500 cc","46,000 km","Rs 12,500,000",Yes
Suzuki,Swift,MZ,2025,Automatic,Hybrid,Hatchback,"1,200 cc","5,000 km","Rs 12,500,000",No
Toyota,Taisor,Taisor,2024,Automatic,Petrol,SUV / 4x4,"1,000 cc",10 km,"Rs 12,500,000",Yes
Toyota,Taisor,V Grade,2025,Automatic,Petrol,Coupé/Sports,"1,000 cc",50 km,"Rs 12,500,000",Yes
Toyota,Taisor,Taisor,2024,Automatic,Petrol,SUV / 4x4,"1,000 cc",10 km,"Rs 12,500,000",Yes
Toyota,Taisor,V Grade 1L Turbo NEW,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,500,000",Yes
Toyota,Taisor,Taisor,2024,Automatic,Petrol,SUV / 4x4,"1,000 cc",10 km,"Rs 12,500,000",Yes
Toyota,Taisor,V Grade 1L Turbo NEW,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,500,000",Yes
Toyota,Premio,Toyota,2014,Automatic,Petrol,Saloon,"1,500 cc","81,565 km","Rs 12,500,000",Yes
Toyota,Taisor,V Highest grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,500,000",Yes
Toyota,Taisor,V grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,500,000",No
Toyota,Taisor,Urban Cruiser V,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,500,000",Yes
Toyota,CHR,NGX 50,2018,Automatic,Petrol,,"1,190 cc","93,000 km","Rs 12,500,000",No
Toyota,Taisor,Cruiser V grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,500,000",Yes
Toyota,Urban Cruiser,TAISOR V GRADE,2025,Automatic,Hybrid,SUV / 4x4,"1,000 cc",20 km,"Rs 12,500,000",Yes
Toyota,Raize,Z Grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",290 km,"Rs 12,500,000",Yes
Toyota,Raize,Z Grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",290 km,"Rs 12,500,000",Yes
Toyota,Raize,Z Turbo,2023,Automatic,Petrol,SUV / 4x4,"1,000 cc","10,000 km","Rs 12,500,000",No
Toyota,Raize,X grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","7,000 km","Rs 12,500,000",No
Toyota,Raize,x grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","6,500 km","Rs 12,500,000",No
Toyota,Raize,x grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","5,500 km","Rs 12,500,000",No
Toyota,Raize,X GRADE,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","5,000 km","Rs 12,500,000",Yes
Toyota,CHR,,2017,Automatic,Petrol,SUV / 4x4,"1,190 cc","93,000 km","Rs 12,500,000",Yes
Toyota,Roomy,GT Custom Turbo,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,500,000",Yes
Toyota,Roomy,GT,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,500,000",No
Toyota,Hilux,Vigo Double Cab,2012,Manual,Diesel,,"2,500 cc","200,000 km","Rs 12,500,000",Yes
Toyota,Raize,Z,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","8,000 km","Rs 12,500,000",Yes
Toyota,Taisor,Urban Cruiser V,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,500,000",Yes
Toyota,Premio,G Superior,2014,Automatic,Petrol,Saloon,"1,500 cc","180,000 km","Rs 12,500,000",No
Toyota,Raize,Z,2025,Automatic,Hybrid,SUV / 4x4,"1,000 cc",0 km,"Rs 12,500,000",No
Toyota,Premio,,2013,Automatic,Petrol,Saloon,"1,500 cc","156,986 km","Rs 12,500,000",Yes
Toyota,Land Cruiser Prado,2001,2001,Manual,Diesel,SUV / 4x4,"2,000 cc","275,000 km","Rs 12,500,000",Yes
Toyota,Raize,Z Grade,2023,Automatic,Petrol,SUV / 4x4,"1,000 cc","12,700 km","Rs 12,500,000",Yes
Toyota,Raize,Z Grade,2024,Automatic,Hybrid,SUV / 4x4,"1,200 cc","16,000 km","Rs 12,500,000",Yes
Mitsubishi,Xpander,,2018,Automatic,Petrol,SUV / 4x4,"1,500 cc","128,000 km","Rs 12,550,000",Yes
Toyota,Raize,Z Hybrid 4 Way,2023,Automatic,Hybrid,Hatchback,"1,200 cc","8,000 km","Rs 12,550,000",Yes
Toyota,Aqua,X Grade 4 Way,2023,Automatic,Hybrid,Hatchback,"1,500 cc","32,700 km","Rs 12,550,000",Yes
Toyota,Raize,A202A – Z - CVVV -A1,2025,Automatic,Electric,SUV / 4x4,"1,200 cc","2,000 km","Rs 12,550,000",No
Toyota,Raize,Z,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,550,000",Yes
Toyota,Raize,Z Grade 4 way Apple,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,550,000",Yes
Toyota,Raize,Z GRADE 1.0L Turbo,2025,Automatic,Hybrid,SUV / 4x4,"1,000 cc","4,000 km","Rs 12,575,000",Yes
Toyota,Axio,WXB,2018,Automatic,Petrol,Saloon,"1,500 cc","98,000 km","Rs 12,575,000",Yes
Toyota,Aqua,S Grade,2023,Automatic,Hybrid,Hatchback,"1,500 cc","5,000 km","Rs 12,575,000",No
Toyota,Raize,Z Grade Petrol,2022,Tiptronic,Petrol,SUV / 4x4,650 cc,"10,500 km","Rs 12,575,000",Yes
Volkswagen,Other Model,Taigun GT Line,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,575,000",Yes
Toyota,Raize,Z Highest Grade,2025,Automatic,Petrol,Station wagon,"1,000 cc",0 km,"Rs 12,590,000",Yes
Toyota,Raize,Z Grade,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,590,000",Yes
Toyota,Raize,Z Package,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,590,000",No
Toyota,Aqua,G GARDE,2023,Automatic,Hybrid,Hatchback,"1,490 cc","18,000 km","Rs 12,590,000",Yes
Toyota,Raize,Z Grade Black Top,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,590,000",Yes
BMW,X1,S Drive,2011,Automatic,Diesel,,"2,000 cc","181,000 km","Rs 12,600,000",Yes
BMW,X1,S Drive,2011,Automatic,Diesel,,"2,000 cc","181,000 km","Rs 12,600,000",Yes
Daihatsu,Rocky,Premium G Hev,2025,Automatic,Hybrid,Hatchback,"1,200 cc",10 km,"Rs 12,600,000",Yes
Honda,Civic,Honda Civic SR UK,2017,Automatic,Petrol,Hatchback,"1,000 cc","161,890 km","Rs 12,600,000",Yes
Honda,Civic,SR,2018,Automatic,Petrol,Hatchback,"1,000 cc","43,000 km","Rs 12,600,000",Yes
Kia,Other Model,Sonet GTX Plus,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,600,000",Yes
Kia,Other Model,Sonet Gtx Plus,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,600,000",Yes
Kia,Other Model,Sonet GTX Plus,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,600,000",Yes
Kia,Other Model,Sonet GTX Plus,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,600,000",Yes
Mitsubishi,Outlander,PHEV 2014 G Safety,2014,Automatic,Hybrid,SUV / 4x4,"2,000 cc","327,000 km","Rs 12,600,000",Yes
Suzuki,Swift,MZ,2024,Automatic,Hybrid,Hatchback,"1,200 cc","1,500 km","Rs 12,600,000",No
Toyota,Raize,Z Petrol,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,600,000",Yes
Toyota,Raize,Z Grade Full Option,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,600,000",No
Toyota,Aqua,X Hybrid,2023,Automatic,Hybrid,Hatchback,"1,500 cc","35,000 km","Rs 12,600,000",No
Toyota,Raize,1200CC HYBRID,2022,Automatic,Hybrid,Saloon,"1,200 cc","12,500 km","Rs 12,600,000",Yes
Toyota,Taisor,,2025,Automatic,Petrol,Hatchback,"1,000 cc",24 km,"Rs 12,600,000",Yes
Toyota,Raize,4WD Z,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",50 km,"Rs 12,600,000",No
Toyota,Raize,G Grade,2023,Automatic,Petrol,Hatchback,"1,200 cc","15,000 km","Rs 12,600,000",Yes
Toyota,Raize,Z Grade,2023,Automatic,Petrol,,"1,000 cc","7,500 km","Rs 12,600,000",Yes
Toyota,Raize,A201A - G - CVVV-A1,2025,Automatic,Petrol,SUV / 4x4,"1,200 cc","5,000 km","Rs 12,600,000",Yes
Suzuki,Swift,MZ Hybrid 1.2L 4 Way,2024,Automatic,Hybrid,Hatchback,"1,200 cc",0 km,"Rs 12,625,000",Yes
Toyota,Raize,Z BLACK TOP 1000CC,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",10 km,"Rs 12,625,000",Yes
Toyota,Raize,Z,2024,Automatic,Petrol,SUV / 4x4,"1,200 cc","33,000 km","Rs 12,650,000",Yes
Toyota,Raize,Z Japan 1200 Petrol,2024,Automatic,Petrol,SUV / 4x4,"1,200 cc","13,000 km","Rs 12,650,000",Yes
Toyota,Raize,Z Apple Car Play,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,650,000",Yes
Toyota,Raize,Z,2024,Automatic,Petrol,SUV / 4x4,"1,200 cc","33,000 km","Rs 12,650,000",Yes
Toyota,Raize,Z Apple car 360,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",30 km,"Rs 12,650,000",Yes
Toyota,Raize,G Premium,2023,Automatic,Petrol,Station wagon,"1,200 cc","15,500 km","Rs 12,650,000",Yes
Toyota,Taisor,Urban Cruiser V,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,650,000",Yes
Kia,Other Model,SONET GTX PLUS,2026,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,675,000",Yes
Toyota,Raize,Z Hybrid,2022,Automatic,Hybrid,SUV / 4x4,"1,200 cc","9,000 km","Rs 12,675,000",Yes
Toyota,Raize,Z Black Top,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,690,000",Yes
Daihatsu,Rocky,Premium G HEV,2023,Automatic,Hybrid,,"1,200 cc","43,000 km","Rs 12,700,000",Yes
Honda,CRV,RM2,2015,Automatic,Petrol,SUV / 4x4,"2,000 cc","140,000 km","Rs 12,700,000",Yes
Hyundai,Venue,N-Line N10,2025,Automatic,Petrol,,"1,000 cc",0 km,"Rs 12,700,000",No
Kia,Other Model,Sonet GT Line,2025,Tiptronic,Petrol,,"1,000 cc",0 km,"Rs 12,700,000",Yes
Toyota,Premio,G Superior,2017,Automatic,Petrol,Saloon,"1,500 cc","86,000 km","Rs 12,700,000",Yes
Toyota,Raize,Z,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,700,000",Yes
Toyota,Aqua,G,2023,Automatic,Hybrid,,"1,500 cc","29,000 km","Rs 12,700,000",Yes
Toyota,Hilux,Hilux Champ,2014,Manual,Diesel,SUV / 4x4,"2,500 cc","165,000 km","Rs 12,700,000",Yes
Toyota,Raize,,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,700,000",Yes
Toyota,Raize,Z,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,700,000",No
Toyota,Axio,WXB,2017,Automatic,Petrol,Saloon,"1,500 cc","55,000 km","Rs 12,700,000",No
Daihatsu,Rocky,Hybrid HV Premium G,2025,Tiptronic,Hybrid,SUV / 4x4,"1,200 cc",0 km,"Rs 12,750,000",Yes
Honda,Civic,EX Package Sunroof,2017,Automatic,Petrol,Hatchback,"1,000 cc","100,000 km","Rs 12,750,000",No
Kia,Other Model,GTX Plus 2025,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",50 km,"Rs 12,750,000",Yes
Micro,Almaz,,2023,Automatic,Petrol,Hatchback,"1,500 cc","33,000 km","Rs 12,750,000",Yes
Mini,Cooper,3 Door -F56,2014,Automatic,Petrol,Hatchback,"1,499 cc","30,250 km","Rs 12,750,000",Yes
Toyota,Raize,2025,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,750,000",Yes
Toyota,Raize,Z Grade,2023,Automatic,Petrol,Saloon,"1,200 cc","17,900 km","Rs 12,750,000",Yes
Toyota,Yaris,ATIV G GRADE,2019,Automatic,Petrol,Saloon,"1,200 cc","73,988 km","Rs 12,750,000",Yes
Toyota,Raize,Z Grade 4Way Apple,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,750,000",Yes
Toyota,Raize,Z-Grade,2024,Automatic,Petrol,Hatchback,"1,000 cc","16,000 km","Rs 12,750,000",No
Toyota,Raize,Z Grade Hybrid,2023,Automatic,Hybrid,SUV / 4x4,"1,200 cc","27,000 km","Rs 12,750,000",No
Toyota,Raize,Z Grade,2025,Automatic,Petrol,SUV / 4x4,990 cc,0 km,"Rs 12,750,000",Yes
Toyota,Raize,Z turbo,2025,Automatic,Petrol,Hatchback,"1,000 cc",284 km,"Rs 12,750,000",Yes
Toyota,Raize,Z-Grade,2023,Automatic,Petrol,Hatchback,"1,200 cc","19,000 km","Rs 12,750,000",No
Toyota,Raize,2024,2024,Automatic,Petrol,SUV / 4x4,"1,200 cc","8,700 km","Rs 12,750,000",Yes
Toyota,Raize,Z-Grade,2023,Automatic,Petrol,Hatchback,"1,200 cc","19,000 km","Rs 12,750,000",No
Toyota,Aqua,X-Grade,2023,Automatic,Hybrid,Hatchback,"1,500 cc","91,000 km","Rs 12,750,000",No
Toyota,Raize,Z ONLY PETROL B/New,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 12,750,000",Yes
Volkswagen,T-Cross,,2022,Automatic,Petrol,Hatchback,"1,000 cc","11,000 km","Rs 12,750,000",No
Kia,Other Model,SONET GTX PLUS,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,790,000",No
Kia,Other Model,SONET GTX PLUS B/NEW,2025,Automatic,Petrol,Station wagon,"1,000 cc",0 km,"Rs 12,790,000",Yes
Toyota,Raize,Z Grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,790,000",Yes
Hyundai,Venue,HX 10,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,795,000",No
Audi,A4,Audi A4 TFSI 1.8,2013,Automatic,Petrol,Saloon,"1,800 cc","152,000 km","Rs 12,800,000",No
Daihatsu,Rocky,G Premium,2023,Automatic,Hybrid,SUV / 4x4,"1,200 cc",0 km,"Rs 12,800,000",Yes
Daihatsu,Rocky,Z G premium,2023,Automatic,Petrol,SUV / 4x4,"1,200 cc","12,000 km","Rs 12,800,000",Yes
Honda,Fit,FIT,2023,Tiptronic,Hybrid,Hatchback,"1,500 cc","44,000 km","Rs 12,800,000",Yes
Honda,Vezel,,2018,Automatic,Hybrid,SUV / 4x4,"1,500 cc","50,400 km","Rs 12,800,000",Yes
Kia,Other Model,GTX Plus,2025,Tiptronic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 12,800,000",Yes
Kia,Other Model,Sonet GTX Plus,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 12,800,000",No
Kia,Other Model,Sonet X Line,2025,Tiptronic,Petrol,,"1,000 cc",0 km,"Rs 12,800,000",Yes
Kia,Other Model,SYROS HTX+ (O),2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",500 km,"Rs 12,800,000",Yes
Nissan,Juke,,2020,Automatic,Petrol,SUV / 4x4,"1,000 cc","72,000 km","Rs 12,800,000",Yes
Suzuki,Swift,MZ Hybrid Highest,2024,Automatic,Hybrid,Hatchback,"1,200 cc","3,530 km","Rs 12,800,000",Yes
Toyota,CHR,NGX10,2018,Automatic,Petrol,SUV / 4x4,"1,200 cc","95,000 km","Rs 12,800,000",Yes
Toyota,Raize,Z Grade,2025,Automatic,Petrol,,"1,000 cc",8 km,"Rs 12,800,000",Yes
Toyota,Corolla,,2014,Automatic,Petrol,Saloon,"1,600 cc","30,000 km","Rs 12,800,000",Yes
